Show Name,Publisher,Category,Y,Original,Episode Count,Ad Pricing,:40-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",Number of Ad Slots,Ads Host Red?,Episode Day,Primary Country,Episodes Per Week,Host,Gender Distribution,28-45,Average HHI,Hosting,Platforms
Insights History Quest,Core Collective,General,Y,Original,64,"$1,647",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Mary White,F - 22%,25-45,$300k,Megaphone,Apple
Hour Sports Echo,Star Casts,General,Y,Original,170,"$1,439",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,United Kingdom,1,Susan Anderson,F - 60%,25-45,$290k,Megaphone,Apple
Insights Business Scope,Elite Collective,Business & Finance,Y,Original,257,"$3,053",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Jennifer Moore,F - 46%,25-45,$153k,Megaphone,Spotify
Tales Business Sphere,Pulse Syndicate,Business & Finance,Y,Original,99,"$3,270",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Richard Harris,F - 75%,25-45,$252k,Megaphone,Apple
Chronicles Travel Sphere,Peak Collective,General,Y,Original,252,"$2,382",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Robert Wilson,M - 17%,25-45,$170k,Megaphone,Apple
Chronicles Tech Grid,Core Network,Technology,Y,Original,287,"$2,100",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Thomas Wilson,M - 26%,25-45,$89k,Megaphone,Spotify
World Education Radar,Core Syndicate,General,Y,Original,125,"$3,032",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,United Kingdom,1,Patricia Thompson,F - 57%,25-45,$391k,Megaphone,Spotify
Talks Tech Radar,Star Broadcasts,Technology,Y,Original,140,"$1,551",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Thomas Thompson,F - 50%,25-45,$358k,Megaphone,Apple
Digest Food Scope,Next Studios,General,Y,Original,248,"$2,753",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Thomas Davis,M - 52%,25-45,$139k,Megaphone,"Apple, Spotify"
Hour Sports Voyage,Next Network,General,Y,Original,41,"$2,451",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Patricia Johnson,M - 48%,25-45,$400k,Megaphone,"Apple, Spotify"
Journey History Voyage,Pulse Broadcasts,General,Y,Original,244,"$3,738",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Susan Jones,F - 90%,25-45,$50k,Megaphone,Spotify
Journey Entertainment Grid,Global Network,Entertainment & Media,Y,Original,167,"$3,192",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,France,1,Robert Jackson,M - 38%,25-45,$377k,Megaphone,Spotify
Stories Science Grid,Core Network,General,Y,Original,260,"$2,357",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,Robert Martin,M - 69%,25-45,$127k,Megaphone,"Apple, Spotify"
Chronicles History Wave,Peak Channel,General,Y,Original,175,"$1,063",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,David Wilson,M - 62%,25-45,$193k,Megaphone,Apple
Daily Business Vision,Next Syndicate,Business & Finance,Y,Original,10,"$2,890",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,James Moore,M - 27%,25-45,$384k,Megaphone,Apple
World Food Sphere,Elite Syndicate,General,Y,Original,273,"$1,870",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,John Smith,F - 88%,25-45,$484k,Megaphone,"Apple, Spotify"
Chronicles Business Radar,Prime Syndicate,Business & Finance,Y,Original,168,$886,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,Susan Harris,M - 45%,25-45,$139k,Megaphone,Apple
Insights Sports Echo,Prime Broadcasts,General,Y,Original,193,"$1,326",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Karen Smith,M - 28%,25-45,$86k,Megaphone,"Apple, Spotify"
World Education Voyage,Echo Casts,General,Y,Original,219,"$3,415",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Elizabeth Brown,M - 73%,25-45,$391k,Megaphone,"Apple, Spotify"
Journey Education Wave,Pulse Productions,General,Y,Original,287,"$1,090",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,James Jackson,M - 87%,25-45,$341k,Megaphone,Apple
Daily History Vision,Next Casts,General,Y,Original,163,"$3,195",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Elizabeth Moore,M - 27%,25-45,$234k,Megaphone,Spotify
Digest Sports Wave,Pulse Collective,General,Y,Original,288,"$2,144",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,Charles Anderson,M - 21%,25-45,$396k,Megaphone,Apple
Digest History Vision,Next Media,General,Y,Original,275,"$3,431",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Linda Thompson,F - 39%,25-45,$431k,Megaphone,"Apple, Spotify"
Daily Business Voyage,Next Channel,Business & Finance,Y,Original,247,"$1,807",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Patricia Thompson,M - 60%,25-45,$485k,Megaphone,Apple
Chronicles Food Sphere,Star Broadcasts,General,Y,Original,288,"$2,143",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Mary Jones,M - 12%,25-45,$296k,Megaphone,"Apple, Spotify"
Tales Tech Quest,Echo Casts,Technology,Y,Original,131,"$3,186",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,Mary Martinez,M - 54%,25-45,$353k,Megaphone,Spotify
Stories Business Path,Prime Casts,Business & Finance,Y,Original,136,"$1,413",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,China,1,Joseph Moore,F - 28%,25-45,$346k,Megaphone,Spotify
Insights Business Wave,Global Casts,Business & Finance,Y,Original,210,"$2,278",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Richard Thomas,M - 13%,25-45,$329k,Megaphone,"Apple, Spotify"
Chronicles Entertainment Grid,Elite Studios,Entertainment & Media,Y,Original,192,"$1,543",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,Sarah Thomas,M - 29%,25-45,$344k,Megaphone,Spotify
Digest Food Radar,Pulse Studios,General,Y,Original,25,"$1,960",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Elizabeth White,M - 18%,25-45,$261k,Megaphone,Spotify
Daily Entertainment Quest,Elite Broadcasts,Entertainment & Media,Y,Original,213,"$3,758",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Joseph Robinson,M - 33%,25-45,$272k,Megaphone,"Apple, Spotify"
Tales Food Grid,Global Network,General,Y,Original,120,"$3,288",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,William White,M - 64%,25-45,$275k,Megaphone,Spotify
Insights History Scope,Gimlet Media,General,Y,Original,262,"$2,608",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,John Smith,F - 80%,25-45,$351k,Megaphone,"Apple, Spotify"
Tales Business Echo,Elite Channel,Business & Finance,Y,Original,241,"$3,052",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,Barbara White,M - 36%,25-45,$214k,Megaphone,Apple
Tales Entertainment Voyage,Echo Productions,Entertainment & Media,Y,Original,180,"$1,067",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Brazil,1,Karen Martin,F - 66%,25-45,$198k,Megaphone,Spotify
Talks Business Scope,Peak Broadcasts,Business & Finance,Y,Original,184,"$3,245",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,James Miller,F - 67%,25-45,$96k,Megaphone,"Apple, Spotify"
Stories History Quest,Prime Channel,General,Y,Original,90,$989,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,Robert Wilson,F - 76%,25-45,$185k,Megaphone,"Apple, Spotify"
Digest Business Path,Peak Syndicate,Business & Finance,Y,Original,220,"$2,307",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,Susan Thomas,M - 47%,25-45,$171k,Megaphone,Apple
Stories Education Scope,Echo Studios,General,Y,Original,71,"$2,687",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,Barbara Williams,M - 30%,25-45,$177k,Megaphone,Apple
Chronicles Entertainment Voyage,Global Media,Entertainment & Media,Y,Original,38,"$3,035",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Richard Jackson,F - 28%,25-45,$57k,Megaphone,Apple
Journey Health Quest,Pulse Studios,Health & Wellness,Y,Original,202,"$1,108",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,William Taylor,M - 80%,25-45,$347k,Megaphone,"Apple, Spotify"
Daily Entertainment Grid,Global Syndicate,Entertainment & Media,Y,Original,234,"$2,642",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,India,1,Patricia Williams,F - 30%,25-45,$161k,Megaphone,Apple
Hour Education Grid,Star Collective,General,Y,Original,204,"$2,479",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,Richard Jackson,M - 19%,25-45,$148k,Megaphone,Spotify
Insights Travel Grid,Star Syndicate,General,Y,Original,58,"$1,761",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,John Martinez,M - 57%,25-45,$194k,Megaphone,Apple
Journey Health Vision,Core Productions,Health & Wellness,Y,Original,73,"$1,904",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Sarah Miller,M - 36%,25-45,$376k,Megaphone,Apple
Hour Entertainment Vision,Pulse Productions,Entertainment & Media,Y,Original,185,"$2,982",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,James Anderson,M - 72%,25-45,$266k,Megaphone,Apple
Digest Travel Vision,Elite Media,General,Y,Original,218,"$3,815",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,Robert Wilson,M - 70%,25-45,$326k,Megaphone,"Apple, Spotify"
Digest Entertainment Path,Prime Syndicate,Entertainment & Media,Y,Original,100,"$1,132",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,David Williams,F - 10%,25-45,$336k,Megaphone,"Apple, Spotify"
Digest Health Echo,Echo Casts,Health & Wellness,Y,Original,144,"$3,152",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Africa,1,John Brown,M - 24%,25-45,$56k,Megaphone,Spotify
Hour Health Scope,Peak Syndicate,Health & Wellness,Y,Original,189,"$3,901",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,Michael Thomas,M - 85%,25-45,$124k,Megaphone,Apple
Hour Food Vision,Next Network,General,Y,Original,85,"$2,839",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Thomas Thomas,F - 52%,25-45,$65k,Megaphone,Apple
Hour Travel Vision,PRX,General,Y,Original,139,"$2,260",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Japan,1,David Taylor,M - 76%,25-45,$215k,Megaphone,Spotify
Chronicles Travel Radar,Star Network,General,Y,Original,253,"$3,129",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,Susan Davis,M - 30%,25-45,$128k,Megaphone,"Apple, Spotify"
World Business Echo,Pulse Casts,Business & Finance,Y,Original,35,"$2,766",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Karen Martin,F - 32%,25-45,$253k,Megaphone,Spotify
World Food Vision,Elite Casts,General,Y,Original,199,"$3,677",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Mary Williams,F - 48%,25-45,$231k,Megaphone,"Apple, Spotify"
World Business Grid,Peak Media,Business & Finance,Y,Original,71,$639,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,John Jackson,F - 72%,25-45,$196k,Megaphone,"Apple, Spotify"
Talks Science Radar,Elite Network,General,Y,Original,86,"$3,340",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Egypt,1,Jessica Brown,F - 54%,25-45,$300k,Megaphone,"Apple, Spotify"
Chronicles History Grid,Star Productions,General,Y,Original,79,"$3,071",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,John Jones,F - 25%,25-45,$190k,Megaphone,"Apple, Spotify"
Chronicles Sports Echo,Elite Media,General,Y,Original,240,"$1,157",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,William Smith,M - 48%,25-45,$127k,Megaphone,Spotify
Journey History Grid,Peak Media,General,Y,Original,178,"$1,827",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,William Harris,M - 50%,25-45,$183k,Megaphone,Apple
World Tech Wave,Pulse Studios,Technology,Y,Original,184,"$1,166",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Sarah Martin,F - 13%,25-45,$457k,Megaphone,Spotify
Journey Sports Echo,Peak Productions,General,Y,Original,174,"$2,517",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,John Garcia,F - 16%,25-45,$457k,Megaphone,Apple
Chronicles History Sphere,Elite Media,General,Y,Original,165,"$1,621",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Joseph Thompson,F - 40%,25-45,$136k,Megaphone,Apple
Insights Travel Sphere,Gimlet Media,General,Y,Original,157,"$1,677",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Barbara Thomas,M - 24%,25-45,$467k,Megaphone,Spotify
Hour Sports Vision,Global Channel,General,Y,Original,256,"$2,581",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,James Wilson,F - 37%,25-45,$449k,Megaphone,Spotify
Digest Business Echo,Star Syndicate,Business & Finance,Y,Original,40,"$2,474",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Jessica Jackson,M - 23%,25-45,$59k,Megaphone,Spotify
Stories Tech Grid,Star Group,Technology,Y,Original,229,"$1,962",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,Elizabeth Thompson,M - 13%,25-45,$461k,Megaphone,Apple
Talks Tech Path,Global Channel,Technology,Y,Original,48,"$2,241",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Charles Jones,F - 35%,25-45,$200k,Megaphone,"Apple, Spotify"
Insights Sports Voyage,Elite Channel,General,Y,Original,256,"$3,209",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Joseph Moore,F - 76%,25-45,$405k,Megaphone,"Apple, Spotify"
Talks Food Grid,Global Broadcasts,General,Y,Original,252,"$1,181",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,William Moore,M - 47%,25-45,$220k,Megaphone,Apple
Hour Business Wave,Pulse Broadcasts,Business & Finance,Y,Original,84,"$3,259",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Korea,1,Charles Miller,M - 28%,25-45,$303k,Megaphone,Spotify
Daily Education Echo,Elite Productions,General,Y,Original,269,"$2,578",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Korea,1,Linda Moore,M - 55%,25-45,$303k,Megaphone,Spotify
Tales Business Voyage,Peak Group,Business & Finance,Y,Original,12,"$1,842",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Elizabeth White,F - 76%,25-45,$484k,Megaphone,Apple
Digest History Echo,Star Syndicate,General,Y,Original,142,"$1,190",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Elizabeth Moore,F - 34%,25-45,$229k,Megaphone,"Apple, Spotify"
Talks Entertainment Radar,Prime Media,Entertainment & Media,Y,Original,179,"$2,046",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Susan Martin,F - 61%,25-45,$211k,Megaphone,Spotify
Hour Health Radar,Peak Channel,Health & Wellness,Y,Original,78,"$2,249",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,Jennifer Brown,M - 79%,25-45,$334k,Megaphone,Apple
Insights Business Vision,Star Channel,Business & Finance,Y,Original,295,"$1,832",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Italy,1,James Martin,F - 35%,25-45,$473k,Megaphone,Spotify
Journey Sports Quest,Pulse Group,General,Y,Original,199,"$2,797",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,United Kingdom,1,Charles Williams,M - 55%,25-45,$403k,Megaphone,"Apple, Spotify"
Chronicles Tech Scope,Next Channel,Technology,Y,Original,38,"$1,504",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,David Jackson,M - 68%,25-45,$63k,Megaphone,"Apple, Spotify"
Tales Business Quest,Elite Channel,Business & Finance,Y,Original,29,$823,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Linda Thomas,F - 82%,25-45,$225k,Megaphone,Spotify
Hour Tech Path,Edge Group,Technology,Y,Original,147,"$2,488",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Mary Smith,F - 80%,25-45,$295k,Megaphone,Apple
Digest Business Scope,Edge Casts,Business & Finance,Y,Original,62,"$2,931",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Turkey,1,Joseph Harris,M - 63%,25-45,$495k,Megaphone,Apple
Digest Education Grid,Peak Network,General,Y,Original,37,"$2,201",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Elizabeth Jones,F - 36%,25-45,$248k,Megaphone,"Apple, Spotify"
Journey Science Scope,Peak Network,General,Y,Original,227,"$2,585",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,Sarah Wilson,F - 66%,25-45,$161k,Megaphone,Apple
Tales Sports Vision,Edge Syndicate,General,Y,Original,89,$514,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,United Kingdom,1,Susan Davis,M - 67%,25-45,$232k,Megaphone,"Apple, Spotify"
World Education Scope,Global Broadcasts,General,Y,Original,83,$658,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,David Jones,F - 83%,25-45,$468k,Megaphone,"Apple, Spotify"
Tales Food Vision,Core Syndicate,General,Y,Original,113,"$2,765",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,Joseph Martin,M - 18%,25-45,$431k,Megaphone,Spotify
Tales History Grid,Star Productions,General,Y,Original,298,"$1,136",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,Charles Brown,F - 28%,25-45,$481k,Megaphone,"Apple, Spotify"
Chronicles Health Grid,Elite Collective,Health & Wellness,Y,Original,12,"$1,327",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,David Smith,M - 69%,25-45,$286k,Megaphone,Apple
